time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010458650000	-11.5933	-7.69415	4.92484	3.74486	-0.314253	radar	1.0104	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458750000	-11.988	-7.92388	4.80567	3.70219	-0.326239	radar	1.36253	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458850000	-12.4261	-8.17736	4.93908	3.66888	-0.323913	radar	2.17947	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458950000	-12.8467	-8.34552	4.81066	3.61233	-0.350743	radar	1.83308	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459050000	-13.3562	-8.52905	4.9144	3.55856	-0.36337	radar	2.44613	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459150000	-13.8123	-8.58391	4.76717	3.47041	-0.421094	radar	3.52904	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459250000	-14.2836	-8.79734	4.91169	3.46182	-0.375214	radar	2.67142	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459350000	-14.7032	-9.01225	4.8628	3.44917	-0.35756	radar	0.711068	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459450000	-15.1908	-9.22995	4.89711	3.43447	-0.338565	radar	4.61103	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459550000	-15.6876	-9.30611	4.83008	3.36991	-0.375964	radar	1.93471	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459650000	-16.2439	-9.25612	4.85368	3.27216	-0.430929	radar	1.47288	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459750000	-16.638	-9.32874	4.76175	3.23805	-0.431987	radar	4.17804	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459850000	-17.0172	-9.69222	4.73826	3.31181	-0.327234	radar	8.02919	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459950000	-17.568	-9.65151	4.76609	3.23269	-0.370604	radar	2.91989	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460050000	-18.0936	-9.54381	4.76356	3.1389	-0.427925	radar	1.23029	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460150000	-18.5262	-9.58694	4.75624	3.12513	-0.394645	radar	1.12103	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460250000	-18.9911	-9.49592	4.77686	3.07214	-0.396916	radar	3.08431	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460350000	-19.5171	-9.27098	4.79448	2.96165	-0.469142	radar	1.78155	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460450000	-20.0875	-8.88408	4.92501	2.83146	-0.527269	radar	4.81016	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460550000	-20.5066	-8.9443	4.85355	2.85216	-0.462345	radar	2.96202	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460650000	-21.0318	-8.72312	4.9163	2.78509	-0.478814	radar	2.41799	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460750000	-21.5181	-8.52864	4.93323	2.72731	-0.495232	radar	1.70479	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460850000	-21.9743	-8.09327	4.98628	2.59482	-0.587501	radar	3.90677	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460950000	-22.3783	-7.87521	4.96606	2.57371	-0.528765	radar	1.73933	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461050000	-22.7257	-7.75493	4.85398	2.54805	-0.520087	radar	2.04215	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461150000	-23.1028	-7.55811	4.7822	2.48722	-0.566052	radar	4.14608	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461250000	-23.4936	-7.26656	4.80706	2.46075	-0.507035	radar	1.60876	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461350000	-23.8868	-6.90589	4.85613	2.41103	-0.493215	radar	0.43717	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
