time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453500000	0.887115	15.0854	5.25032	4.12812	0.346727	lidar	2.18894	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453600000	0.651806	14.6579	5.18038	4.17727	0.36557	lidar	0.626923	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453700000	0.343035	14.2135	5.22656	4.19029	0.335388	lidar	0.572178	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453800000	0.233208	13.716	5.15299	4.29472	0.426032	lidar	3.79813	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453900000	-0.0527311	13.2658	5.19152	4.29353	0.369845	lidar	1.41518	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010454000000	-0.145152	12.8226	5.04644	4.37106	0.423034	lidar	3.23432	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454100000	-0.370592	12.3569	5.07573	4.38035	0.380525	lidar	0.818939	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454200000	-0.553685	11.9291	5.0029	4.39538	0.351783	lidar	0.867213	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454300000	-0.881246	11.4501	5.1207	4.3459	0.242681	lidar	6.2137	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454400000	-1.19077	11.0044	5.14658	4.30172	0.155123	lidar	3.12442	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454500000	-1.42903	10.4998	5.22563	4.30591	0.140719	lidar	0.714786	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454600000	-1.63449	10.0888	5.10991	4.30562	0.12213	lidar	1.44751	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454700000	-1.79796	9.64601	5.04085	4.32909	0.136326	lidar	0.565808	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454800000	-1.95157	9.04615	5.24276	4.38231	0.186907	lidar	5.02854	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454900000	-2.13981	8.54901	5.25901	4.39025	0.173139	lidar	0.102234	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010455000000	-2.27233	8.08002	5.18935	4.4161	0.184315	lidar	0.534941	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455100000	-2.48975	7.59507	5.21068	4.39938	0.139255	lidar	0.852286	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455200000	-2.7055	7.09277	5.25581	4.38652	0.104801	lidar	0.675548	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455300000	-2.82989	6.67767	5.08982	4.40329	0.113174	lidar	2.78292	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455400000	-2.95145	6.20233	5.05674	4.42741	0.129612	lidar	0.219234	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455500000	-3.11941	5.66112	5.16998	4.43484	0.122292	lidar	1.30422	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455600000	-3.3241	5.15027	5.22893	4.41734	0.084065	lidar	0.933478	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455700000	-3.55756	4.6162	5.33237	4.39065	0.03892	lidar	1.87965	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455800000	-3.83359	4.09906	5.41182	4.3448	-0.0248901	lidar	2.2315	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455900000	-3.97426	3.6401	5.30356	4.36051	-0.00185426	lidar	1.39158	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010456000000	-4.157	3.16736	5.26245	4.35634	-0.00710758	lidar	0.178948	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456100000	-4.32994	2.63512	5.32502	4.36693	0.00758213	lidar	0.47451	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456200000	-4.54885	2.12474	5.3667	4.35135	-0.0134046	lidar	0.351898	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456300000	-4.78683	1.59978	5.43807	4.33178	-0.0368359	lidar	0.730284	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456400000	-4.86833	1.14576	5.2763	4.37476	0.023217	lidar	4.05428	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456500000	-4.97406	0.6988	5.14808	4.39983	0.0526314	lidar	1.98785	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456600000	-5.12919	0.224434	5.12167	4.4034	0.0504982	lidar	0.0718212	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456700000	-5.2912	-0.246633	5.09844	4.40223	0.0425468	lidar	0.0807139	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456800000	-5.61265	-0.630118	5.02012	4.31177	-0.0791896	lidar	6.71018	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456900000	-5.83106	-1.14483	5.12606	4.30307	-0.0799603	lidar	1.12374	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010457000000	-6.13127	-1.57267	5.11952	4.2433	-0.146414	lidar	1.7758	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457100000	-6.35184	-2.06279	5.17031	4.24213	-0.12882	lidar	0.376207	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457200000	-6.6702	-2.48921	5.17919	4.18525	-0.185044	lidar	1.2594	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457300000	-6.87615	-2.99323	5.22922	4.20619	-0.134251	lidar	1.25284	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457400000	-7.13558	-3.38829	5.13597	4.17761	-0.154166	lidar	1.01799	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457500000	-7.44852	-3.713	4.9962	4.11388	-0.216556	lidar	3.4876	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457600000	-7.78149	-4.17373	5.12193	4.08482	-0.225154	lidar	1.61628	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457700000	-8.12859	-4.64922	5.26365	4.06184	-0.224712	lidar	2.01112	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457800000	-8.4062	-5.08317	5.24651	4.06356	-0.193875	lidar	0.406624	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457900000	-8.79565	-5.49508	5.31685	4.01545	-0.230247	lidar	1.01682	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010458000000	-9.10592	-5.87059	5.23868	3.99816	-0.223389	lidar	0.629724	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458100000	-9.4213	-6.118	4.99881	3.94407	-0.265532	lidar	6.45677	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458200000	-9.71547	-6.50915	4.98199	3.95113	-0.22268	lidar	0.784956	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458300000	-10.1217	-6.84698	5.02965	3.90056	-0.258552	lidar	0.75957	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458400000	-10.5815	-7.21129	5.17588	3.84937	-0.289971	lidar	2.54333	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458500000	-11.0629	-7.53967	5.28418	3.78999	-0.328017	lidar	1.75629	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458600000	-11.3592	-7.80828	5.05588	3.78456	-0.29515	lidar	5.67186	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458700000	-11.698	-8.01374	4.85274	3.74257	-0.312851	lidar	4.24897	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458800000	-12.1063	-8.212	4.7825	3.68229	-0.350292	lidar	1.0692	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458900000	-12.4952	-8.38541	4.67796	3.62755	-0.376252	lidar	1.37191	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010459000000	-13.0348	-8.59937	4.87108	3.55691	-0.416	lidar	4.42322	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459100000	-13.459	-8.71208	4.76621	3.48813	-0.451611	lidar	1.60467	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459200000	-13.9329	-8.90876	4.84029	3.4589	-0.430552	lidar	0.723318	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459300000	-14.4006	-9.10081	4.8864	3.43938	-0.400366	lidar	0.570361	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459400000	-14.9361	-9.15521	4.95038	3.34796	-0.464204	lidar	2.01984	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
