79.1071	25.025	2.15952	1.23294	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
80.8107	24.8786	1.38887	-1.09865	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
82.6186	24.6333	2.09724	0.343712	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
84.1772	24.5534	1.1867	-0.372227	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
85.6358	23.8106	1.6464	-0.998638	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
86.9473	23.522	1.08027	0.201539	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
88.8171	22.7935	2.41477	-1.37051	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
89.5089	22.3019	-0.497542	0.115173	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
90.5027	21.6729	2.02328	-1.14269	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
91.7235	21.1111	0.666876	-0.160852	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
92.8566	20.9537	1.4549	-0.155058	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
93.4728	20.2196	0.0372201	-1.13383	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
95.3101	19.6545	3.07999	-0.172554	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.5242	19.6969	-1.76426	0.190819	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
96.2464	19.1649	2.43863	-1.031	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
97.5368	18.7228	0.497702	-0.0355367	97.5286	18.727	97.45	18.506	0.868716	-0.503009
98.2092	18.3761	0.793089	-0.561458	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
99.036	17.3602	0.850068	-1.32961	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.9961	16.9815	1.03596	0.277677	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
101.203	16.5419	1.32424	-0.934656	101.204	16.5368	101.065	16.497	0.991362	-0.513687
102.388	16.3937	1.08922	0.394569	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
103.007	15.3631	0.294315	-2.01428	103.003	15.353	103.119	15.4967	1.11708	-0.508169
104.109	15.2573	1.65944	1.21158	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
105.543	14.4555	1.27808	-2.1916	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
106.831	14.0356	1.2959	0.803108	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
108.084	13.6687	1.22302	-1.17461	108.084	13.6604	108.122	13.644	1.47592	-0.423202
109.533	13.5638	1.60481	0.633485	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
111.064	12.5928	1.47959	-2.07859	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
112.91	12.4738	2.09972	1.23383	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
114.802	12.5587	1.74941	-0.708236	114.801	12.5506	114.699	12.4195	1.90891	-0.175007
116.686	12.1018	1.97636	-0.283487	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683
118.951	11.9997	2.46357	0.0230895	118.953	12.0009	118.628	12.2586	2.11648	0.0177712
120.7	12.2899	1.25642	0.474674	120.695	12.2918	120.743	12.3289	2.21139	0.128528
123.557	12.8292	3.96136	0.583974	123.568	12.8297	122.95	12.5114	2.29835	0.246599
124.912	12.7788	-0.443464	-0.488402	124.894	12.7743	125.242	12.8125	2.37624	0.369827
127.829	13.32	5.23674	1.2519	127.853	13.3273	127.609	13.2365	2.44434	0.495787
129.969	13.7025	0.00228063	-0.21766	129.947	13.6963	130.042	13.7853	2.50232	0.621879
132.077	14.4998	3.56111	1.49803	132.092	14.507	132.53	14.458	2.55028	0.74543
135.077	15.0542	2.61352	-0.0970764	135.074	15.0475	135.066	15.2513	2.58865	0.863795
137.562	16.2058	2.39465	2.01369	137.561	16.2147	137.639	16.1592	2.61821	0.974442
140.329	17.0166	3.02446	-0.019721	140.331	17.008	140.242	17.1733	2.63994	1.07503
142.892	17.9848	2.24429	1.65029	142.888	17.9918	142.868	18.2829	2.65497	1.16346
145.39	19.165	2.67402	0.855662	145.392	19.1617	145.51	19.4754	2.66445	1.23795
148.25	20.4722	2.98735	1.61882	148.251	20.4754	148.163	20.7364	2.66951	1.29702
150.69	22.1141	2.06249	1.65784	150.686	22.1142	150.825	22.0502	2.67111	1.33953
153.417	23.4928	3.18657	1.18613	153.422	23.4909	153.491	23.3999	2.66999	1.3647
156.051	24.8075	2.25128	1.40343	156.047	24.8084	156.159	24.7682	2.66666	1.37208
158.901	26.032	3.26353	1.10102	158.905	26.0308	158.827	26.1372	2.66127	1.36157
161.417	27.4235	2.00039	1.59202	161.412	27.4256	161.493	27.4891	2.65371	1.33344
163.624	28.77	2.34918	1.17695	163.625	28.7683	164.155	28.8064	2.64354	1.28825
166.822	30.2044	3.78418	1.61211	166.828	30.2062	166.809	30.0721	2.63006	1.22694
169.108	31.3749	1.25186	0.865568	169.097	31.3717	169.452	31.2706	2.61238	1.15075
172.162	32.3397	4.29903	1.03339	172.175	32.3404	172.079	32.3873	2.58945	1.06126
174.656	33.4619	1.24695	1.18348	174.643	33.4625	174.685	33.4095	2.56021	0.960341
177.022	34.2041	3.13909	0.437541	177.03	34.2009	177.261	34.3262	2.52363	0.850119
180.146	35.1388	3.11248	1.27788	180.145	35.1423	179.799	35.1289	2.47883	0.732949
182.604	35.7577	2.00709	0.164068	182.599	35.753	182.292	35.8114	2.42515	0.611338
184.731	36.5113	2.20981	1.16053	184.732	36.5155	184.73	36.37	2.36226	0.487877
186.946	36.9456	2.21895	-0.0670048	186.946	36.9404	187.103	36.804	2.29017	0.365145
189.463	37.4015	2.72244	0.816783	189.465	37.4052	189.401	37.1147	2.20928	0.245623
191.738	37.5677	1.9668	-0.282849	191.735	37.5631	191.615	37.3064	2.12037	0.131591
193.473	37.279	1.57394	-0.292788	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
195.985	37.3962	3.15936	0.400247	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
197.735	37.729	0.776853	0.286338	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
199.289	37.2913	2.09046	-0.937546	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
201.548	36.9928	2.37588	0.142623	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
202.969	36.4616	0.762289	-0.996328	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
203.989	36.1915	1.19723	0.231292	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
